"iso3"	"milex_usd_1983"	"milex_usd_1984"	"milex_usd_1985"	"milex_usd_1986"	"milex_usd_1987"	"milex_usd_1988"	"milex_usd_1989"	"milex_usd_1990"	"milex_usd_1991"	"milex_usd_1992"	"milex_usd_1993"	"milex_usd_1994"	"milex_usd_1995"	"milex_usd_1996"	"milex_usd_1997"	"milex_usd_1998"	"milex_usd_1999"	"milex_usd_2000"	"milex_usd_2001"	"milex_usd_2002"	"milex_usd_2003"	"milex_usd_2004"	"milex_usd_2005"	"milex_usd_2006"	"milex_usd_2007"	"milex_usd_2008"	"milex_usd_2009"	"milex_usd_2010"	"milex_usd_2011"	"milex_usd_2012"	"milex_usd_2013"	"milex_usd_2014"	"milex_usd_2015"	"milex_usd_2016"	"milex_usd_2017"	"milex_usd_2018"	"milex_usd_2019"	"milex_usd_2020"	"milex_usd_2021"	"country_name"	"gdp_2015"	"gdp_2020"	"population_2015"	"population_2020"	"gdppc_2020"	"high_income_2020"
"MEX"	778.5567972	1155.945373	1241.863652	817.2966117	813.3915744	981.9146456	1153.375828	1210.872502	1459.136041	1824.550066	2122.980338	2635.284079	1562.615372	1882.873103	2184.061042	2263.223453	2652.912012	3031.454509	3229.469276	3172.268734	2960.496802	2854.385965	3123.454978	3035.131019	4223.037646	4334.654124	4514.233914	4789.031339	5498.458542	5717.035575	6473.144378	6758.693845	5468.837812	5336.87574	5062.076646	5839.521271	6650.808254	8044.880864	8680.832593	"Mexico"	1171867608197.72	1087117783073.31	121858251	128932753	8431.66501744758	0
"MHL"																																								"Marshall Islands"	183814300	244462400	57444	59194	4129.850998412	0
"MKD"														130.6367259	83.25417221	78.99129113	66.23692045	69.82894791	226.3030023	106.3095767	115.8272017	135.2562948	127.0036544	126.0088767	162.5672371	172.6581589	158.7166615	130.0214691	132.4619948	119.4104025	126.5063487	124.1851057	99.98365956	103.5201373	100.7546921	119.606164	146.0933804	153.5374829	214.5889468	"North Macedonia"	10064515432.03	12116981815.23	2070226	2072531	5846.4658985704	0
"MLI"	26.76701674	25.40295727	29.82662716	37.53905506	44.25411846	48.01106605	46.08034908	52.15506951			44.49733899	29.89886618	40.46895911	39.68316027	40.26254607	41.0202864	43.8525968	43.68124768	44.88165023	49.35522563	66.75843083	77.42033183	86.45074204	96.00489587	110.376888	142.9193511	144.4346084	146.7865457	161.0626746	148.8657799	153.8336977	218.1184031	309.1706822	362.3989022	460.196192	481.7281845	475.6381857	593.8658835	558.3792497	"Mali"	13104764378.71	17465392779.04	17438772	20250834	862.453012011258	0
"MLT"			12.94871208	16.5319951	23.14895351	22.38360551	21.30878146	21.15202767	21.74481812	26.69269081	24.63770557	27.87026214	31.14485996	33.29617482	31.14221489	29.08126841	27.98662066	25.35394805	27.11932311	28.4036908	34.125502	40.52646919	52.49896332	44.43442584	49.26337712	56.03251913	59.11011151	58.72894993	55.89312648	49.92200891	53.78943888	56.51487992	51.79660641	59.67292299	64.23588817	66.86909104	80.26757725	67.983586	84.9089404	"Malta"	11091434483.52	14917038504.29	445053	515332	28946.4626770509	1
"MMR"	192.1699915	188.7208293	196.7586447	231.8433696	203.6537435	255.2568285	550.1946338	814.0255831	942.6770852	1370.457677	2061.809624	2801.966892	3932.079181	4675.441102	4780.529108	5873.097951	6950.081056	9030.564409	9464.417217	11000.35682	24189.1095	29853.91408	32954.26225							2969.236076	2366.989085	2372.895912	2552.370442	2455.78412	2221.96106	1529.364478	1532.077146	2498.229138	2107.821055	"Myanmar"	63045305229.1	78930257227.09	52680724	54409794	1450.6626734718	0
"MNE"																							60.81181913	62.34781551	64.19047463	85.10638298	76.68338791	75.0948619	79.37666382	67.7122013	64.83624308	67.54401804	56.8914273	61.71455161	65.73488638	75.3656032	73.96215853	82.98187621	98.628193	"Montenegro"	4054728172.94	4780722121.96	622159	621306	7694.63375850225	0
"MNG"					0	0	0	0	110.8383146	33.0418912	14.05710296	16.39364122	21.28114879	21.60819689	18.69259436	19.92083993	18.02186188	24.26555955	23.12471531	25.28212841	24.33321123	27.74909306	29.79796723	39.18962448	56.56185919	66.74987133	37.633746	54.85571751	87.15784816	113.6227699	103.4640699	105.1144349	101.7330698	96.36678984	87.5117435	96.06748986	99.72948317	112.1783877	108.2620992	"Mongolia"	11619892396.08	13312981594.57	2998433	3278292	4060.95051769946	0
"MOZ"	116.3169775	136.6545091	148.2143643	170.669991	83.58241811	63.8527004	79.06910559	84.59899967	71.80352325	59.60541217	59.3664822	72.86469192	33.46508827	36.03779098	42.01462282	49.26481734	56.51619165	55.36145844	50.61921598	53.50958696	59.77134255	77.63060586	62.24795109	57.43913578	68.62536426	83.70945573	84.3028094	99.18993171	118.871183	139.1005533	157.8921144	173.752249	134.0337264	110.4637093	129.2583862	196.5354528	217.4513223	288.2589459	248.4753762	"Mozambique"	15950979333.16	14028811071.76	27042001	31255435	448.843891366733	0
"MRT"			41.05857171	42.4605042	43.72055123	42.98386411	38.87972451	40.18161744	39.44070349	39.37867416	30.15578696	29.48816508	31.98785525	37.88751075	41.59944157	25.61068783	31.95967811	37.87831226	51.85248935	36.28113741	62.44915029	0	66.65963665	81.90618019	0	123.3233838	114.8243294	0	0	142.2999123	144.2154835	144.8443307	132.9312177	136.064876	143.7693186	159.013353	162.397955	198.5300372	230.9354929	"Mauritania"	6166863960	7915985513.7	4046304	4649660	1702.48695898195	0
"MUS"	2.934342485	2.623131381	2.363606929	2.896096952	3.649578357	4.688302314	6.327951842	9.183570491	10.49685989	11.42759844	10.7774252	11.85385626	13.44736948	12.97351809	9.801826445	8.456738925	9.04080871	9.360142631	8.977215381	9.502035912	10.88292744	10.93514192	10.88614805	10.81427143	11.63228874	15.58018894	15.31611587	14.87441691	17.51201839	16.66222962	23.20089638	19.74422208	17.08660541	21.99943803	22.63350664	22.91709404	21.409907	18.47839939	19.73797834	"Mauritius"	11692287066.38	10926820603.4	1262605	1265740	8632.75285872296	0
"MWI"	22.21730396	18.8395902	19.81123844	24.74383016	21.64356149	20.16749307	22.78113585	24.31217203	23.7041212	25.23811638	25.72806272	17.06080308	11.0477175	20.15220302	26.40748714	14.47412037	14.40297949	11.72750144	12.6819147	14.81516979	13.11882585	21.96573858	38.2135619	31.0905495	33.59960559	44.4642514	58.79738182	49.98421791	52.80484299	46.15595369	62.92552009	49.45453591	40.79341543	35.74812199	47.41653707	58.36917344	85.18193495	89.40936795	83.29061827	"Malawi"	6373212640.85	12172128469.57	16745305	19129955	636.286309589855	0
"MYS"	1342.380183	1273.659777	1076.905728	894.074625	1334.714483	855.7419867	1019.255475	1125.007856	1571.959986	1766.520896	1923.398172	2120.597807	2444.098387	2420.963934	2089.087477	1158.657313	1663.289474	1533.157895	1934.473684	2237.894737	2881.578947	2823.157895	3120.337779	3266.197406	3970.537327	4411.795565	3964.817705	3854.285351	4692.48366	4507.252007	4915.722759	4919.245323	4532.069852	4169.374001	3494.832257	3445.04372	3265.281469	3374.583532	3830.234243	"Malaysia"	301354803994.37	337006023789.7	30270965	32365998	10412.34766775	0
"NAM"									144.7677198	124.5612743	70.15552033	56.95899516	68.23652019	66.46353519	83.65958038	78.91242846	105.7659572	92.39779649	96.75718245	87.99225858	129.4490895	166.9971779	192.0721208	199.5591851	228.1746736	266.2500212	299.5160302	396.5391014	443.5914245	412.1635036	389.9587367	537.4560137	518.2036851	425.3884496	456.0811448	455.5690843	414.05949	368.2247389	401.8593084	"Namibia"	11335179562.02	10562637375.59	2314901	2540916	4157.01950618989	0
"NCL"																																								"New Caledonia"	8738205836.74	9435529927.25	268700	271960	34694.5504017135	1
"NER"	12.35481518	10.63262518	10.87781544	14.41210952	13.66221131							17.47102422	18.43140712	17.39803578	17.30432831	22.03569104	23.55046865	20.08494668	24.82814693	20.66032701	24.60426703	31.61172473	32.79819818			53.63048648	53.00030073	66.88984144	83.94756138	148.8657799	106.0642863	145.6003699		166.1922923	200.18393	229.6399061	247.6320828	238.2695883	202.4044772	"Niger"	9683867893.68	13741378450.14	20001663	24206636	567.669892261775	0
"NGA"	1627.393327	1210.91625	1091.662993	516.8935093	201.6912182	271.1060465	170.7055113	277.2977835	243.705781	173.6576793	289.2311039	319.6944899	639.4066306	701.4128786	818.7845253	1149.68473	491.6713686	368.6441095	570.6322878	896.9132014	587.4618873	639.9900668	674.2081448	776.1480583	971.3213786	1615.533211	1504.486172	1990.099669	2384.936022	2316.4782	2418.760171	2357.671219	2065.557663	1723.204266	1621.218176	2043.051719	1860.26043	2567.917819	4466.397816	"Nigeria"	486803295097.89	432293776262.4	181137454	206139587	2097.09247289023	0
"NIC"								1142.47598	67.6683455	47.2	40.21058962	35.4014946	35.11985146	31.53340051	30.2707005	26.27127453	26.92792968	30.82526568	28.19345044	34.83191007	35.30712498	32.62806516	34.12357395	37.28514513	39.4720438	42.65972878	41.7217729	44.27244292	51.45311113	70.1329698	74.53201094	81.39192994	98.93294715	85.07359844	86.72544484	81.59393269	76.93150685	79.3433096	77.9196503	"Nicaragua"	12756706583.31	12586941392.63	6223234	6624554	1900.04359427518	0
"NLD"	4256.634367	3977.29458	3884.181822	5351.016847	6542.917225	6728.811707	6399.237699	7420.849636	7246.192325	7904.561273	7054.868962	7137.373801	8011.539559	7829.004728	6839.136799	6836.084823	7026.43329	5971.807629	6200.391943	6728.153969	8356.33847	9377.114724	9566.980053	10217.76574	11480.37742	12374.84894	12131.81208	11220.52328	11647.93461	10364.72079	10226.26032	10332.60288	8667.849617	9115.240932	9580.685498	11114.92747	12000.67174	13085.71754	13752.01041	"Netherlands"	765572770634.38	913865395789.89	16939923	17441500	52396.0322099527	1
"NOR"	1698.789946	1554.623805	1796.625192	2168.162775	2753.41561	2894.745726	2932.580201	3394.869435	3287.551636	3803.68493	3175.583193	3403.291213	3508.040839	3537.003416	3253.032488	3324.939365	3309.198286	2922.34351	2965.973987	4065.868548	4517.514992	4887.380337	4884.904928	5011.748967	5875.2881	6370.921986	6195.603602	6498.659038	7232.260585	7143.962183	7391.829787	7336.785328	5815.228175	5997.385048	6853.260033	7541.055169	7542.13579	7269.88003	8251.716513	"Norway"	385801550067.17	362198318435.26	5188607	5379475	67329.6777910967	1
"NPL"	29.08175893	29.21127137	30.53205016	31.05304807	33.92883332	35.78912114	36.33113635	37.92919113	35.43148571	37.60753789	37.04183742	39.25299863	39.76658451	39.54702604	42.58785199	42.27307589	47.48495737	51.35813531	64.70173838	85.40588572	102.9341462	130.6503279	159.3260238	157.2476895	169.5753971	187.0696958	209.703502	254.9500721	284.5188511	256.6868395	281.0384257	328.1156622	323.7977296	356.4952786	436.7455635	429.3730059	428.6968951	435.4620884	445.1996129	"Nepal"	24360795410.64	33433670511.94	27015033	29136808	1147.47197125849	0
"NRU"																																								"Nauru"	86529661.37	114626625.55	10374	10834	10580.2681881115	0
"NZL"	567.5554694	530.3318046	529.1913985	691.13404	925.7565386	961.8383124	959.6029064	1057.749672	989.03381	870.3989172	866.7880746	979.531817	1146.415728	1238.271987	1180.888907	969.3563495	970.306042	858.4149195	796.6368891	865.788853	1132.832007	1285.163189	1389.770959	1463.950819	1713.995943	1661.242822	1623.013593	1930.748002	2080.091009	2094.946041	2134.105838	2274.145714	1943.757736	2093.352062	2328.156653	2525.003415	2926.961107	3034.58793	3389.851485	"New Zealand"	178064471137.92	211734532308.01	4609400	5090200	41596.5055023398	1
"OMN"	1457.006369	1580.789642	1617.713053	1305.689797	1139.141743	1148.894668	1171.521456	1447.919376	1254.811443	1517.16515	1439.921977	1520.091027	1513.849155	1437.191157	1482.054616	1318.205462	1340.442133	1577.243173	1819.895969	1868.46554	1969.310793	2230.689207	2739.011704	3022.626788	3244.603381	3462.483745	3367.490247	3671.391417	5000.715215	9250.650195	8766.319896	8213.524057	7533.550065	7935.955787	6802.6658	7565.344603	6551.040312	6095.708713	5783.615085	"Oman"	78710793237.97	73971391417.43	4267341	5106622	14485.3861157983	1
"PAK"	1985.972402	2114.43583	2143.969262	2282.625019	2500.172426	2721.72324	2580.142638	2810.101624	3067.123794	3388.776373	3308.760745	3320.617929	3665.932427	3547.799671	3320.238863	3218.881738	3080.764514	2973.072722	2842.04679	3273.401893	3722.814794	4128.195489	4587.117425	4969.197611	5342.575138	5226.678787	5274.564971	5974.613176	6954.787511	7478.971082	7645.455529	8654.923192	9483.482373	9973.768059	11461.25392	11732.13176	10388.31816	10394.50255	11304.82985	"Pakistan"	270556131701.17	300306331697.67	199426953	220892331	1359.51452156875	0
"PAN"					103.8	102.9	101.9	73.1	78.6	78.8	95.2	101	96.6	101.2	118	104	111.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Panama"	54091713800	53977037000	3968490	4314768	12509.8352912602	0
"PER"	927.1596372	666.3109162	666.9764645	867.5389855	1455.232303	736.6182315	862.6541994	777.0669448	697.7346278	904.617805	956.586465	1111.161731	1413.463629	1396.469289	1178.753608	1141.808874	992.2177263	912.0057307	904.2354491	839.6132518	891.2539134	922.0460745	1203.039421	1291.06014	1332.655376	1503.663891	1848.56293	2178.945723	2355.167834	2857.983382	3305.451871	3217.574657	3312.21457	2536.072335	2665.785313	2648.683287	2766.847335	2653.5929	2360.613146	"Peru"	189805300841.6	201705055938.65	30470739	32971846	6117.49357129261	0
"PHL"	800.1655763	513.4531431	609.3307465	593.7985941	652.3821332	931.5610082	954.928761	951.48187	913.2197419	1078.843704	1173.0175	1392.199022	1700.402497	1879.303176	1576.447115	1225.561281	1341.016654	1303.077685	1122.103992	1199.121767	1301.286084	1243.221348	1372.702435	1607.271267	2014.371029	2270.904919	2115.785124	2438.189569	2701.492158	2898.685257	3377.027861	3103.13146	3335.550049	3331.502847	4096.341612	2842.618672	3471.584034	3732.673666	4090.523773	"Philippines"	306446140628.71	361751116292.54	102113206	109581085	3301.21860257671	0
"PLW"																																								"Palau"	280457700	257700000	17665	18092	14243.8646915764	1
"PNG"			34.2893703	37.45056176	42.3835691	46.29474784	53.07424222	68.69109948	52.64214166	58.56967666	68.59699216	83.25587834	56.40548819	78.74487328	79.55659715	49.72053299	35.67802643	33.60698163	25.2307656	17.02086147	19.30713213	24.42172944	30.46470768	31.30796636	39.28709933	39.33202227	52.04817178	46.33562437	64.19313614	110.6231853	105.1008906	112.3757559	99.84064268	79.05131931	80.86075552	79.95690579	91.73453997	85.88709677	88.72420808	"Papua New Guinea"	21723531173.24	24667052023.12	8107772	8947027	2757.01101864563	0
"POL"	2195.521573	2313.670081	2140.78917	2173.578189	1765.484773	1783.781524	1493.906252	1540.736842	1721.995821	1881.935067	2123.378416	2251.923178	2719.362634	3083.416787	3192.276377	3491.022616	3226.555351	3146.106713	3630.645595	3776.173214	4150.261759	4778.627749	5896.404861	6619.413759	8589.136364	9349.421394	7903.812008	8790.170132	9455.422988	8986.838792	9275.711727	10345.15357	10212.78578	9164.190587	9870.680628	12040.67342	11786.15385	13718.29143	13710.67911	"Poland"	477811911394.08	596624355719.67	37986412	37899070	15742.4537256368	1
"PRI"																																								"Puerto Rico"	103375500000	103138300000	3473232	3281538	31429.8661176558	1
"PRT"	692.9476425	628.4648421	653.5870812	935.7543397	1130.608394	1347.837652	1456.535413	1875.087897	2115.383815	2532.649406	2192.208142	2173.63473	2670.121572	2600.849533	2388.687811	2335.597096	2406.49374	2204.256495	2324.811411	2602.230483	3109.812942	3719.431562	4039.322489	4066.783668	4366.184075	4812.099462	4949.690419	4718.924038	4904.393519	4137.254045	4724.102082	4111.548064	3565.420872	4133.066817	3675.68723	4273.809945	4275.638155	4302.975037	4908.940397	"Portugal"	199394066525.44	228539245045.34	10358076	10297081	22194.5661149349	1
"PRY"	221.2213349	172.9975124	158.3633061	191.4353493	116.9228309	178.4358182	98.14235671	112.2342557	197.6134968	169.5562852	157.9304993	161.1002723	206.9264093	202.0122248	167.9821069	139.262988	116.5532549	110.2481672	91.29889393	69.89274129	63.51188006	84.46698626	77.46893797	106.5574061	132.3936162	168.1548574	168.4862619	204.6052548	285.1062408	320.9097566	371.2155754	398.3708305	386.5388643	343.2323406	348.1796575	386.5563896	375.7795114	364.3422	372.6013693	"Paraguay"	36211372702.81	35432178068.18	6688746	7132530	4967.6872117159	0
"PSE"																																								"West Bank and Gaza"	13972400000	15531700000	4270092	4803269	3233.56863835858	0
"PYF"																																								"French Polynesia"	5325848045.43	5669368717.21	273119	280904	20182.5845029263	1
"QAT"	905.1923077	874.8626374	1528.873626		865.4120879	982.5549451	848.4615385	790.7967033	895.6318681											760.989011	784.6153846	772.3626374	887.5	1065.741758	1562.225275	2317.5	1948.351648	1876.758242											11593.40659	"Qatar"	161739955577.75	144411363345.27	2565708	2881060	50124.3859361728	1
"ROU"	888.319702	731.1961354	2050.007584	2307.873265	2272.446246	2524.357529	2572.110229	1739.025771	1377.194085	831.6204096	722.4515197	936.6862225	983.1405414	874.4512389	1074.785782	1254.227893	955.337577	935.5696103	985.6576557	1056.136062	1250.327559	1530.183904	1975.975151	2251.493425	2607.689942	3000.404945	2225.14454	2086.22046	2379.871482	2102.886223	2452.512981	2691.470287	2580.594158	2644.159836	3622.068492	4359.021209	4613.040397	5052.321471	5563.282002	"Romania"	177729210874.5	249511333647.5	19815616	19257520	12956.5662477567	1
"RUS"										0	7766.720078	13547.87173	12741.62947	15826.34065	17577.35318	7955.730401	6469.035211	9228.204144	11683.15134	13943.82506	16973.73909	20955.41357	27336.97727	34517.78162	43534.995	56183.78539	51532.1168	58720.22761	70237.52395	81469.39993	88352.89646	84696.50465	66421.82218	69245.29455	66913.03354	61609.20476	65201.33585	61712.53717	65907.70505	"Russian Federation"	1363481063446.77	1488321875489.74	144096870	144073139	10330.3217089602	0
"RWA"	28.0246717	25.46067662	27.25072843	34.88946911	36.09335948	36.62634716	41.62247813	95.13273543	105.3338021	88.57017	89.43613636	40.51057539	56.44933672	73.65882276	77.27257653	87.09183706	80.85236358	61.32985712	56.88590313	51.11861412	45.19626898	41.21576105	44.99635189	54.55764804	55.5804408	67.66035962	75.27848605	74.51441729	75.38392856	79.79391009	82.48071558	90.93779322	103.5632147	107.2786187	115.7168124	118.959174	124.0733526	147.8737319	164.0160578	"Rwanda"	8539424910.08	10184345442.17	11369066	12952209	786.301814784644	0
"SAU"	21872.72054	22672.05099	17656.96522		14460.26667	13354.66667	12749.86667	16355.46667	16355.46667	15360.26667	16451.2	14279.73333	13200.26667	13340	18126.66667	20861.6	18320	19964.26667	21026.66667	18501.86667	18747.46667	20910.4	25392.0386	29580.50734	35469.51301	38222.93333	41267.2	45244.53333	48530.93333	56497.86667	67020	80762.4	87185.86667	63672.8	70400	74612.26667	65362.66667	64558.4	55564.26667	"Saudi Arabia"	654269739552.02	703367841222.56	31717676	34813867	20203.6688777653	1
"SDN"	230.7692308	355.3846154	205.2933568	260	310.3333333	369.3333333									97.73185932	259.9575701	429.6178974	587.2675723	388.0913174	484.607263	398.1102217	1240.766949	1164.995936	1647.839194	2427.072595	3228	3180.48301						2279.62164	2748.511976	4382.998817	1047.87872	722.2561774	934.3111538	375.2126194	"Sudan"	84985132167.22	26987563444.15	38902948	43849269	615.462105973762	0
"SEN"	70.61768827	65.13684413	64.96640053	85.47642836	99.8712305	105.2886036	99.60251781	118.215709	110.0149943	109.7728681	119.9379862	66.14673859	80.91588066	79.77488115	70.80040228	75.09085485	78.28500615	62.36165264	68.89128682	74.36139503	96.85650379	107.5536879	124.4037553	148.5551454	192.8079755	216.8702895	214.824243	195.7328929	230.1903507	196.661489	236.737916	239.8936345	214.8279652	304.7642642	305.4412616	385.1323631	356.820796	345.6374789	473.9719309	"Senegal"	17774766636.05	24493157583.23	14578450	16743930	1462.80816888449	0
"SGP"	732.9452687	918.6247117	1049.587528	1021.16266	1052.360421	1205.886445	1410.452965	1801.90121	2022.806865	2332.148536	2481.448703	2797.163882	3672.797697	4100.238291	4457.304302	4466.270315	4493.17388	4330.726931	4309.127542	4528.116431	4723.679528	5043.396461	5463.83081	5830.527462	6518.528963	7454.324103	7537.761858	8108.85142	8922.267805	9171.948019	9345.680492	9596.602344	9383.830669	9873.331564	10178.70655	10581.91569	10402.58431	9978.571429	11115.32018	"Singapore"	308004146057.61	345295933898.67	5535002	5685807	60729.4503486787	1
"SLB"																																								"Solomon Islands"	1307082934.29	1545888426.23	603133	686878	2250.60116386025	0
"SLE"	10.23693465	9.920516345	6.28170297	7.227148725	4.585444665	9.011475022	14.39491213	12.38725354	23.17974972	26.66175452	23.33913111	26.49555169	25.02330459	18.59281528	9.490749703	10.05423313	17.00042678	23.31080435	29.91113461	27.13396188	28.46793359	22.96153704	23.55213023	28.02245848	29.07687618	23.64573656	26.40556466	25.06227863	25.47618391	29.75893408	31.68493941	48.81063079	39.22651427	37.41473217	39.577826	29.6224781	27.43073677	22.37459648	27.2694027	"Sierra Leone"	4218723875.14	4063289449.59	7171909	7976985	509.376593987578	0
"SLV"	124.5262633	235.9323843	250.4335943	163.3112456	176.8917438	178.9633452	213.0296797	163.8866904	145.1271886	134.1937367	116.4700356	109.3345196	111.6362989	110.8306762	112.2117438	110.8306762	114.7437011	110.3703203	150.6514591	161.7	126.6	128	132.9	142.1	165.6	173	189.9	201	220.7	224.3	237.5	233.9	247.7	247.6	260.9	294.61	317.2	343.9	382.6	"El Salvador"	23438240000	24638720000	6325121	6486201	3798.63652082321	0
"SMR"																																								"San Marino"	1419394763.12	1544713784.68	33270	33938	45515.7576957982	1
"SOM"	83.9	89.2	44.3	34.9	28.5	49.5	8.56																								26.05	60.258	46.614	47.706	61.813	76.562	71.72	98.16	113.54	"Somalia"	5331761394.25	6965285324.52	13797204	15893219	438.255165584769	0
"SRB"														0	914.3649679	642.1222634	737.4694508	337.0806084	494.0692265	678.5116998	730.5671229	739.1720651	629.5009428	705.0627143	971.5705646	1111.631538	974.2884792	872.3396317	986.9581937	853.6226332	919.8099083	913.3685128	724.1518802	710.3977171	801.7000872	817.742206	1143.77927	1121.211783	1270.783747	"Serbia"	39655958842.55	53335016425.41	7095383	6899126	7730.69174637628	0
"STP"																																								"Sao Tome and Principe"	316066072.34	472914469.92	199439	219161	2157.84044569974	0
"SUR"																																								"Suriname"	5126291450.82	2884248048.49	559136	586634	4916.60566637801	0
"SVK"											266.8990366	299.9934191	629.6226826	641.5598711	499.5295067	397.5922157	327.1691709	342.3227689	393.9965983	440.059286	624.5084546	711.290428	823.3134554	911.3706268	1139.194488	1411.710285	1350.294439	1137.680536	1064.842811	1020.180035	967.9231079	997.7038218	985.915493	1003.048084	1049.074347	1295.988102	1802.507837	2047.190243	1983.20719	"Slovak Republic"	88636928904.64	105172564491.57	5423801	5458827	19266.5135736249	1
"SVN"										281.4227385	230.3036716	237.9495041	334.6550229	329.9726483	290.7852718	301.1398222	274.8418278	222.3915568	271.4887904	326.9595228	416.9067537	493.1538929	514.1727995	608.8337534	692.6549126	829.3844069	798.8686422	772.0851075	665.6796714	543.4964165	506.7429321	486.1948704	400.7718753	449.1775391	473.7967572	529.4961227	572.8840125	567.6507466	734.3897824	"Slovenia"	43107506024.33	53589609580.71	2063531	2102419	25489.5002284083	1
"SWE"	2629.021887	2668.524384	2795.295633	3577.484916	4182.359584	4651.754894	4880.345221	5913.117377	5878.822053	6141.834497	4752.660459	4818.836776	4653.429166	4301.745512	5085.207514	5035.805617	5080.829732	4764.337105	4283.625873	4354.573015	5305.640404	5514.710385	5518.466926	5577.203266	6386.221162	6024.791006	5062.962024	5885.9358	6324.747364	6243.671605	6528.737467	6555.518064	5386.942196	5427.549191	5526.592999	5732.822794	5839.555791	6271.285838	7887.360075	"Sweden"	505103781349.76	541487151474.56	9799186	10353442	52300.2061994996	1
"SWZ"	11.73593035	9.116913399	6.646662948	7.34126029	8.349582275	8.720150255	8.73152653	14.22321166	16.00683731	20.97643416	23.72434771	25.80404416	28.76961972	26.48656192	25.66211512	25.73133054	25.85326411	24.47106053	19.66505521	18.33844052	31.92769093	42.69554731	59.4716739	58.52057505	61.87751672	66.6578302	75.91161799	102.032175	106.6294089	90.63979527	86.04037676	81.355664	73.52745574	80.5277799	87.76282313	95.86338032	86.53228597	75.04098858	81.05670975	"Eswatini"	4063245671.29	3984840580.41	1104038	1160164	3434.7217983061	0
"SYC"			7.246651052	9.76235229	11.32140835	12.14807275	13.03642405	14.8400757	16.56170654	20.49988481	12.949843	11.88719624	11.59184119	10.54330199	11.39835347	10.54237874	11.09014746	10.32584156	11.06539605	11.69993595	12.23910886	15.92727273	14.72727273	14.36638652	15.17670339	11.1248102	8.651202434	7.157559787	8.712704951	9.924109749	13.76645132	30.90915272	18.10134878	21.92000439	22.29093526	21.56144781	23.49625512	18.81413246	22.82327028	"Seychelles"	1415998663.05	1200634489.35	93419	98462	12193.8868736162	0
"TCA"																																								"Turks and Caicos Islands"	942070000	924583000	35979	38718	23879.9266491038	1
"TCD"	39.36325991	40.04970741	37.83975088	48.80077157	34.27198648	77.89207918	56.42491724	34.34154225		35.32407477	39.20003673	22.15397916	20.03413817	24.82641061	16.61900838	16.10300499	20.95179625	21.34903424	26.19233083	34.29040385	40.94975912	50.54090122	55.49151797	222.9914514	389.1359096	611.4268487	738.9037371	615.8170075	609.7069931		726.459396	392.3829546	220.9823316	309.5674317	219.0810314	253.1741233	234.709655	322.8665265	330.9980782	"Chad"	10950392219.91	10715396135.42	14110971	16425859	652.349209585934	0
"TGO"	16.39873408	15.69261964	18.87980982	30.01103071	43.412292	43.08909242	41.86101916	50.74835179	45.90456812	49.11368685	50.14779473	25.39602489	30.85257278								28.83121129	31.71962104	33.23803529			57.00918927	55.13081709	56.83284304	59.018874	62.93104968	72.41923731	83.08001156	69.97717474	82.01969041	88.41411492	104.3789946	170.5668324	163.9268772	113.9494295	"Togo"	4180866177.04	7574636978.66	7323162	8278737	914.950792453003	0
"THA"	1583.036595	1698.837534	1629.594718	1635.667271	1698.687546	1809.003357	1939.693409	2214.017705	2598.337174	2961.769836	3156.299863	3611.133201	3849.025896	3938.047248	3264.802658	2110.239752	2056.847122	1881.009454	1724.799637	1812.993336	1891.520588	1866.937328	1984.492828	2441.917005	3522.634436	4465.994062	4799.654668	4962.419956	5512.983861	5491.915221	5901.296947	5729.778478	5724.812311	5876.294938	6320.716259	6876.114543	7286.122371	7268.823905	6604.525525	"Thailand"	401296437425	499681757030.97	68714519	69799978	7158.76668372259	0
"TJK"										1.037058642	23.49817522	14.18289153	5.803400646	13.45854484	19.05098936	22.61323032	15.12615226	10.35328116	12.46822556	25.5776682	34.78834639	45.11009894				52.4671206	47.52927432	53.75693371	71.34211679	76.26047183		104.2806892	100.6795804	84.59018363	78.30524164	81.41963528	84.29006192	80.37000974	81.7067756	"Tajikistan"	8271454300.6	8133996647.9	8454019	9537642	852.830987774546	0
"TLS"																							8.23	17.105	23.735	23.651	36.481	26.389	20.53	33.388	31.683	29.624	36.959	26.217	25.442	20.61	34.4	38.456	39.222	"Timor-Leste"	1594410900	1902156800	1196294	1318442	1442.73073825015	0
"TON"																																								"Tonga"	437006227.16	488829964.07	100780	105697	4624.82344882069	0
"TTO"											22.64487675	24.20281759							13.94544072	19.49211674	33.736557	75.88915048	97.75285893	115.5604631	124.7505148	139.0984557	138.5237102	143.0630648	146.0806952	168.7624425	211.1760259	188.8858068	202.1069055	216.27666	201.8146033	166.0085301	172.5258493	171.3019063	207.6804743	"Trinidad and Tobago"	25191551350.42	21392536137.77	1370332	1399491	15285.9404867698	1
