Id,Label,timeset,indegree,outdegree,Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
scorpius_arzel,scorpius_arzel,,0,1,1,0,1,1,1,0,1
riegome02,riegome02,,0,2,2,0,1,1,1,0,0
fluryyuw,fluryyuw,,0,2,2,0,1,1,1,0,0
kiba_15shi3ro,kiba_15shi3ro,,0,1,1,0,1,1,1,0,129
bharatvarsh_123,bharatvarsh_123,,0,1,1,0,1,1,1,0,117
ev1nco,ev1nco,,0,2,2,0,1,1,1,0,0
aquazencityx,aquazencityx,,0,2,2,0,1,1,1,0,0
ttpx4ladzes,ttpx4ladzes,,0,3,3,0,1,1,1,0,47
0xreowon,0xreowon,,0,2,2,0,1,1,1,0,0
l061k4,l061k4,,0,2,2,0,1,1,1,0,0
mas_asyraf29,mas_asyraf29,,0,2,2,0,1,1,1,0,0
tomtimes5,tomtimes5,,0,1,1,0,1,1,1,0,1
bigwindoo,bigwindoo,,0,2,2,0,1,1,1,0,0
weishinecityx,weishinecityx,,0,2,2,0,1,1,1,0,0
ox_toniiwon,ox_toniiwon,,0,2,2,0,1,1,1,0,0
tushara34445800,tushara34445800,,0,1,1,0,1,1,1,0,117
engr_zuhad,engr_zuhad,,0,1,1,0,1,1,1,0,80
dslw1n_,dslw1n_,,0,2,2,0,1,1,1,0,0
aryaangga1709,aryaangga1709,,0,2,2,0,1,1,1,0,0
binluckywinner2,binluckywinner2,,0,2,2,0,1,1,1,0,0
makeawish127,makeawish127,,0,3,3,0,1,1,1,0,47
nov_emakmenang,nov_emakmenang,,0,3,3,0,1,1,1,0,47
sakuraiatte,sakuraiatte,,0,2,2,0,1,1,1,0,0
kimbebe07,kimbebe07,,0,2,2,0,1,1,1,0,0
bigwinyuck,bigwinyuck,,0,2,2,0,1,1,1,0,0
0786butters,0786butters,,0,2,2,0,1,1,1,0,0
pckwmrwns,pckwmrwns,,0,2,2,0,1,1,1,0,0
0xmissuwin,0xmissuwin,,0,2,2,0,1,1,1,0,0
following_yoo,following_yoo,,0,2,2,0,1,1,1,0,0
0xz4r1m4,0xz4r1m4,,0,2,2,0,1,1,1,0,0
kejutawn,kejutawn,,0,2,2,0,1,1,1,0,0
acelalisaaa,acelalisaaa,,0,2,2,0,1,1,1,0,0
reddygaru89_1,reddygaru89_1,,0,1,1,0,1,1,1,0,53
kotorantelinga,kotorantelinga,,0,2,2,0,1,1,1,0,0
roseshades_,roseshades_,,0,1,1,0,1,1,1,0,47
jejejoanj,jejejoanj,,0,2,2,0,1,1,1,0,0
nagasa_samurai,nagasa_samurai,,0,3,3,0,1,1,1,0,92
moonettizee,moonettizee,,0,2,2,0,1,1,1,0,0
aingbig_win,aingbig_win,,0,3,3,0,1,1,1,0,47
kebaya_merah90,kebaya_merah90,,0,2,2,0,1,1,1,0,0
monkeydluffy_24,monkeydluffy_24,,0,2,2,0,1,1,1,0,0
tanchotainment,tanchotainment,,0,2,2,0,1,1,1,0,0
mybigwinto,mybigwinto,,0,2,2,0,1,1,1,0,0
0xtoberxen0,0xtoberxen0,,0,2,2,0,1,1,1,0,0
wonyoungbigwin,wonyoungbigwin,,0,2,2,0,1,1,1,0,0
madbutscher,madbutscher,,0,1,1,0,1,1,1,0,129
aqunkaratanxxx,aqunkaratanxxx,,0,2,2,0,1,1,1,0,0
winmeoxxy_19,winmeoxxy_19,,0,2,2,0,1,1,1,0,0
ksjwootteoo,ksjwootteoo,,0,3,3,0,1,1,1,0,47
firstbigwin,firstbigwin,,0,2,2,0,1,1,1,0,0
tdyvincitax,tdyvincitax,,0,2,2,0,1,1,1,0,0
ariemukti19,ariemukti19,,0,2,2,0,1,1,1,0,0
septemberw4ng1,septemberw4ng1,,0,2,2,0,1,1,1,0,0
az1l21,az1l21,,0,2,2,0,1,1,1,0,0
syzygynight,syzygynight,,0,3,3,0,1,1,1,0,47
tfr2101,tfr2101,,0,2,2,0,1,1,1,0,0
bigwingfry,bigwingfry,,0,2,2,0,1,1,1,0,0
bigwinuserrr,bigwinuserrr,,0,2,2,0,1,1,1,0,0
atuwaaigaaa,atuwaaigaaa,,0,3,3,0,1,1,1,0,47
rpfbigwin11,rpfbigwin11,,1,4,5,0.002748,1,1,1,0,47
0xw1nn,0xw1nn,,0,2,2,0,1,1,1,0,0
daffamenangdong,daffamenangdong,,0,2,2,0,1,1,1,0,0
pieces__21,pieces__21,,0,2,2,0,1,1,1,0,0
cherljelly,cherljelly,,0,3,3,0,1,1,1,0,47
yumewins,yumewins,,0,3,3,0,1,1,1,0,47
itskheiren1014,itskheiren1014,,0,1,1,0,1,1,1,0,47
nurateno,nurateno,,0,2,2,0,1,1,1,0,0
panaloarawgabi,panaloarawgabi,,0,2,2,0,1,1,1,0,0
1stof3graces,1stof3graces,,0,1,1,0,1,1,1,0,1
bigwinnerxuxi,bigwinnerxuxi,,0,2,2,0,1,1,1,0,0
aldipbigwin,aldipbigwin,,0,2,2,0,1,1,1,0,0
terry54599631,terry54599631,,0,1,1,0,1,1,1,0,87
0ct12bdaywins,0ct12bdaywins,,0,3,3,0,1,1,1,0,47
rosas_nase777,rosas_nase777,,0,2,2,0,1,1,1,0,0
burghi1,burghi1,,1,1,2,0.002748,0,0,0,0,132
nicholas408s,nicholas408s,,0,2,2,0,1,1,1,0,0
absmith100000,absmith100000,,0,1,1,0,1,1,1,0,133
angel_leigh,angel_leigh,,1,0,1,0.000989,0,0,0,0,133
wildreamz,wildreamz,,1,1,2,0.002748,0,0,0,0,134
spicy84624683,spicy84624683,,1,1,2,0.002748,0,0,0,0,135
kharisyam,kharisyam,,0,2,2,0,1,1,1,0,0
winbigyan_,winbigyan_,,0,2,2,0,1,1,1,0,0
cucunyamasto_,cucunyamasto_,,1,1,2,0.002748,0,0,0,0,136
mytpanther,mytpanther,,1,1,2,0.002748,0,0,0,0,137
sugar95sugar,sugar95sugar,,0,2,2,0,1,1,1,0,0
pickawlovey,pickawlovey,,0,2,2,0,1,1,1,0,0
faseke9563,faseke9563,,0,2,2,0,1,1,1,0,0
keke40839319,keke40839319,,0,1,1,0,1,1,1,0,47
doyoungnctt77,doyoungnctt77,,0,2,2,0,1,1,1,0,0
banhbao183,banhbao183,,0,2,2,0,1,1,1,0,0
lx_kung_lao_xl,lx_kung_lao_xl,,0,2,2,0,1,1,1,0,0
andrikhid88,andrikhid88,,0,2,2,0,1,1,1,0,0
simplegrll,simplegrll,,0,2,2,0,1,1,1,0,0
mayswerte3,mayswerte3,,0,2,2,0,1,1,1,0,0
perkasa_wangi,perkasa_wangi,,0,3,3,0,1,1,1,0,47
eloraarmaan,eloraarmaan,,0,3,3,0,1,1,1,0,47
tipsyshivy,tipsyshivy,,0,2,2,0,1,1,1,0,0
zihanicorn,zihanicorn,,0,2,2,0,1,1,1,0,0
norencityx1,norencityx1,,0,2,2,0,1,1,1,0,0
samboladotelur,samboladotelur,,0,2,2,0,1,1,1,0,0
sugabsugali_,sugabsugali_,,0,2,2,0,1,1,1,0,0
luckycuuan,luckycuuan,,0,2,2,0,1,1,1,0,0
mrdhblessed,mrdhblessed,,0,2,2,0,1,1,1,0,0
themonkgoingbad,themonkgoingbad,,0,1,1,0,1,1,1,0,1
520rajendhar,520rajendhar,,0,1,1,0,1,1,1,0,117
bintangnisabara,bintangnisabara,,0,2,2,0,1,1,1,0,0
aneldritchgoo,aneldritchgoo,,1,1,2,0.002748,0,0,0,0,138
moonstone1812,moonstone1812,,1,1,2,0.002748,0,0,0,0,139
dinnacs,dinnacs,,0,2,2,0,1,1,1,0,0
stephanie369826,stephanie369826,,0,1,1,0,1,1,1,0,29
win1000__,win1000__,,0,3,3,0,1,1,1,0,47
dwifortuna34,dwifortuna34,,0,2,2,0,1,1,1,0,0
2006shalina,2006shalina,,0,1,1,0,1,1,1,0,46
charlenemadria3,charlenemadria3,,0,2,2,0,1,1,1,0,0
slaunaz,slaunaz,,0,2,2,0,1,1,1,0,0
suhoolee_,suhoolee_,,0,2,2,0,1,1,1,0,0
asodeniss,asodeniss,,0,1,1,0,1,1,1,0,47
susanna127853,susanna127853,,0,1,1,0,1,1,1,0,1
ayoxwinnn,ayoxwinnn,,0,2,2,0,1,1,1,0,0
wangiiiduwitx,wangiiiduwitx,,0,2,2,0,1,1,1,0,0
tantanthirthy1,tantanthirthy1,,0,2,2,0,1,1,1,0,0
bkramjsbarman,bkramjsbarman,,0,1,1,0,1,1,1,0,117
0xnov_bigwin11,0xnov_bigwin11,,0,2,2,0,1,1,1,0,0
doyan_pig_bakso,doyan_pig_bakso,,0,1,1,0,1,1,1,0,47
vijaytiwariji,vijaytiwariji,,0,1,1,0,1,1,1,0,117
gorika00,gorika00,,0,2,2,0,1,1,1,0,0
minisiijiwi,minisiijiwi,,0,2,2,0,1,1,1,0,0
rivethym,rivethym,,0,2,2,0,1,1,1,0,0
sagarkapo0r,sagarkapo0r,,0,3,3,0,1,1,1,0,47
joiningaccount,joiningaccount,,0,2,2,0,1,1,1,0,0
gruntat,gruntat,,0,4,4,0,1,1,1,0,8
sarathy__g,sarathy__g,,0,1,1,0,1,1,1,0,1
johnbeckley,johnbeckley,,0,1,1,0,1,1,1,0,0
cyberweasel89,cyberweasel89,,0,1,1,0,1,1,1,0,2
0xh1yyih,0xh1yyih,,0,2,2,0,1,1,1,0,0
aziazone,aziazone,,0,4,4,0,1,1,1,0,8
soyajisoowin,soyajisoowin,,0,2,2,0,1,1,1,0,0
yisheran,yisheran,,0,3,3,0,1,1,1,0,47
yoruwin,yoruwin,,0,2,2,0,1,1,1,0,0
0xberwinterus,0xberwinterus,,0,3,3,0,1,1,1,0,47
massy30179625,massy30179625,,0,1,1,0,1,1,1,0,1
s1palingsabar,s1palingsabar,,0,3,3,0,1,1,1,0,47
0xfariest,0xfariest,,0,2,2,0,1,1,1,0,0
insider_ua,insider_ua,,1,1,2,0.002748,0,0,0,0,140
vouchcherry,vouchcherry,,0,2,2,0,1,1,1,0,0
oxbigwinxnow,oxbigwinxnow,,0,2,2,0,1,1,1,0,0
gantiusnyay,gantiusnyay,,0,2,2,0,1,1,1,0,0
qwertynn4,qwertynn4,,0,2,2,0,1,1,1,0,0
luffy20699309,luffy20699309,,0,2,2,0,1,1,1,0,0
nowv33,nowv33,,0,2,2,0,1,1,1,0,0
10ribudollar,10ribudollar,,1,3,4,0.002748,1,1,1,0,0
raannrani,raannrani,,0,3,3,0,1,1,1,0,47
afiyahwon,afiyahwon,,0,2,2,0,1,1,1,0,0
honeyya62949118,honeyya62949118,,0,1,1,0,1,1,1,0,141
profpinar,profpinar,,3,1,4,0.008243,0,0,0,0,141
baikbangetsih29,baikbangetsih29,,0,2,2,0,1,1,1,0,0
trusb1gw1n,trusb1gw1n,,0,2,2,0,1,1,1,0,0
cleow1n,cleow1n,,0,2,2,0,1,1,1,0,0
yjngwncityx,yjngwncityx,,0,2,2,0,1,1,1,0,0
arnjagaurd,arnjagaurd,,0,3,3,0,1,1,1,0,142
petertownsv1lle,petertownsv1lle,,1,0,1,0.000989,0,0,0,0,142
judyhinchcliffe,judyhinchcliffe,,1,0,1,0.000989,0,0,0,0,142
erodingnewzeala,erodingnewzeala,,0,1,1,0,1,1,1,0,143
cryptojawnog,cryptojawnog,,1,0,1,0.000989,0,0,0,0,143
0xcityxos,0xcityxos,,1,1,2,0.002748,0,0,0,0,144
juzzdollar,juzzdollar,,0,1,1,0,1,1,1,0,47
tracy372430,tracy372430,,0,1,1,0,1,1,1,0,123
troutish,troutish,,0,1,1,0,1,1,1,0,85
0xtadilucky,0xtadilucky,,0,3,3,0,1,1,1,0,47
xxangelbby_,xxangelbby_,,0,2,2,0,1,1,1,0,0
lotllovevt,lotllovevt,,2,1,3,0.005495,0,0,0,0,145
vtubertweeter,vtubertweeter,,0,1,1,0,1,1,1,0,145
rrrubyj,rrrubyj,,0,2,2,0,1,1,1,0,0
sometimespez,sometimespez,,0,1,1,0,1,1,1,0,85
tian_valerian,tian_valerian,,0,1,1,0,1,1,1,0,33
gravitazeroeu,gravitazeroeu,,0,1,1,0,1,1,1,0,146
interiorissimi,interiorissimi,,1,0,1,0.000989,0,0,0,0,146
satkins93,satkins93,,0,2,2,0,2,0.666667,0.75,0,120
battiata62,battiata62,,0,1,1,0,1,1,1,0,87
sagar0fficial,sagar0fficial,,0,1,1,0,1,1,1,0,117
realmarcoajenjo,realmarcoajenjo,,1,1,2,0.002748,0,0,0,0,147
0xtazmania,0xtazmania,,0,2,2,0,1,1,1,0,0
vanessa24221401,vanessa24221401,,0,1,1,0,1,1,1,0,63
s1pwly,s1pwly,,0,2,2,0,1,1,1,0,0
dembluemombear,dembluemombear,,0,1,1,0,1,1,1,0,2
temporary_local,temporary_local,,0,1,1,0,1,1,1,0,148
plan_prep_live,plan_prep_live,,1,0,1,0.000989,0,0,0,0,148
rhomanife,rhomanife,,2,1,3,0.005495,0,0,0,0,149
reggaeworldnrw,reggaeworldnrw,,0,1,1,0,1,1,1,0,149
daevilgenius0,daevilgenius0,,1,1,2,0.002748,0,0,0,0,150
yedamwincityxxx,yedamwincityxxx,,0,2,2,0,1,1,1,0,0
fs0ciety0000,fs0ciety0000,,1,1,2,0.002748,0,0,0,0,151
fata_turch,fata_turch,,1,2,3,0.000989,1,1,1,0,152
micaelaanna07,micaelaanna07,,2,0,2,0.002988,0,0,0,0,152
borrillo62,borrillo62,,0,3,3,0,1,1,1,0,152
playloud1971,playloud1971,,2,0,2,0.002988,0,0,0,0,152
krstfr83,krstfr83,,0,1,1,0,1,1,1,0,4
gilltuttle3,gilltuttle3,,1,1,2,0.002748,0,0,0,0,153
dk_yukikaze_,dk_yukikaze_,,0,1,1,0,1,1,1,0,1
banfavorite,banfavorite,,1,1,2,0.002748,0,0,0,0,154
franklassowski,franklassowski,,1,1,2,0.002748,0,0,0,0,155
czxb_,czxb_,,0,1,1,0,1,1,1,0,47
